id,title,source,year,url,desc,tags,contains/videos,contains/written,contains/assignments
berkeley-Spring-CS,CS 152. Computer Architecture and Engineering,Berkeley,Spring 2021,https://inst.eecs.berkeley.edu/~cs152/sp21/,"Instruction set architecture, microcoding, pipelining (simple and complex). Memory hierarchies and virtual memory. Processor parallelism: VLIW, vectors, multithreading. Multiprocessors.",CS15,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 161: Computer Security,Berkeley,Spring 2021,https://sp21.cs161.org/,"Introduction to computer security. Cryptography, including encryption, authentication, hash functions, cryptographic protocols, and applications. Operating system security, access control. Network security, firewalls, viruses, and worms. Software security, defensive programming, and language-based security. Case studies from real-world systems.",CS16,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 162: Operating Systems and Systems Programming,Berkeley,Spring 2021,https://inst.eecs.berkeley.edu/~cs162/sp21/,"Basic concepts of operating systems and system programming. Utility programs, subsystems, multiple-program systems. Processes, interprocess communication, and synchronization. Memory allocation, segmentation, paging. Loading and linking, libraries. Resource allocation, scheduling, performance evaluation. File systems, storage devices, I/O systems. Protection, security, and privacy.",CS16,FALSE,TRUE,TRUE
berkeley-Fall-CS,CS 164: Programming Languages and Compilers,Berkeley,Fall 2020,https://inst.eecs.berkeley.edu/~cs164/fa20/,"Survey of programming languages. The design of modern programming languages. Principles and techniques of scanning, parsing, semantic analysis, and code generation. Implementation of compilers, interpreters, and assemblers. Overview of run-time organization and error handling.",CS16,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 168: Introduction to the Internet: Architecture and Protocols,Berkeley,Spring 2020,http://cs168.io/,"This course is an introduction to the Internet architecture. We will focus on the concepts and fundamental design principles that have contributed to the Internet's scalability and robustness and survey the various protocols and algorithms used within this architecture. Topics include layering, addressing, intradomain routing, interdomain routing, reliable delivery, congestion control, and the core protocols (e.g., TCP, UDP, IP, DNS, and HTTP) and network technologies (e.g., Ethernet, wireless).",CS16,TRUE,TRUE,FALSE
berkeley-Spring-CS,CS 170: Efficient Algorithms and Intractable Problems,Berkeley,Spring 2021,https://cs170.org/,"Concept and basic techniques in the design and analysis of algorithms; models of computation; lower bounds; algorithms for optimum search trees, balanced trees and UNION-FIND algorithms; numerical and algebraic algorithms; combinatorial algorithms. Turing machines, how to count steps, deterministic and nondeterministic Turing machines, NP-completeness. Unsolvable and intractable problems.",CS17,TRUE,TRUE,TRUE
berkeley-Fall-CS,CS 172: Computability and Complexity,Berkeley,Fall 2006,https://people.eecs.berkeley.edu/~sseshia/172/f06/,"Specific topics include: Finite automata, Pushdown automata, Turing machines and RAMs. Undecidable, exponential, and polynomial-time problems. Polynomial-time equivalence of all reasonable models of computation. Nondeterministic Turing machines. Theory of NP-completeness: Cook's theorem, NP-completeness of basic problems. Selected topics in language theory, complexity and randomness.",CS17,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 174: Combinatorics and Discrete Probability,Berkeley,Spring 2008,https://inst.eecs.berkeley.edu/~cs174/sp08/,"Permutations, combinations, principle of inclusion and exclusion, generating functions, Ramsey theory. Expectation and variance, Chebychev's inequality, Chernov bounds. Birthday paradox, coupon collector's problem, Markov chains and entropy computations, universal hashing, random number generation, random graphs and probabilistic existence bounds.",CS17,FALSE,FALSE,TRUE
berkeley-Spring-CS,CS 182: Neural Basis of Thought and Language,Berkeley,Spring 2008,https://inst.eecs.berkeley.edu/~cs182/sp08/,"Much of the course will focus on The Neural Theory of Language (NTL), which seeks to answer these questions in terms of architecture and mechanism, using models and simulations of language and learning phenomena. The focus is less on where such functions are located in the brain than on how neural systems can carry out the computations necessary to characterize specific concepts, such as spatial relations concepts, aspectual concepts (used in structuring events), abstract metaphorical concepts, and so on.",CS18,FALSE,FALSE,TRUE
berkeley-Spring-CS,CS 184: Computer Graphics and Imaging,Berkeley,Spring 2021,https://cs184.eecs.berkeley.edu/sp21,"Techniques of modeling objects for the purpose of computer rendering: boundary representations, constructive solids geometry, hierarchical scene descriptions. Mathematical techniques for curve and surface representation. Basic elements of a computer graphics rendering pipeline; architecture of modern graphics display devices. Geometrical transformations such as rotation, scaling, translation, and their matrix representations. Homogeneous coordinates, projective and perspective transformations. Algorithms for clipping, hidden surface removal, rasterization, and anti-aliasing. Scan-line based and ray-based rendering algorithms. Lighting models for reflection, refraction, transparency.",CS18,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 186: Introduction to Database Systems,Berkeley,Spring 2021,https://cs186berkeley.net/,"Access methods and file systems to facilitate data access. Hierarchical, network, relational, and object-oriented data models. Query languages for models. Embedding query languages in programming languages. Database services including protection, integrity control, and alternative views of data. High-level interfaces including application generators, browsers, and report writers. Introduction to transaction processing. Database system implementation to be done as term project.",CS18,TRUE,TRUE,TRUE
berkeley-Spring-CS,CS 188: Introduction to Artificial Intelligence,Berkeley,Spring 2021,https://inst.eecs.berkeley.edu/~cs188/sp21/,"Ideas and techniques underlying the design of intelligent computer systems. Topics include search, game playing, knowledge representation, inference, planning, reasoning under uncertainty, machine learning, robotics, perception, and language understanding.",CS18,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 189/289A: Introduction to Machine Learning,Berkeley,Spring 2021,https://people.eecs.berkeley.edu/~jrs/189/,"Theoretical foundations, algorithms, methodologies, and applications for machine learning. Topics may include supervised methods for regression and classication (linear models, trees, neural networks, ensemble methods, instance-based methods); generative and discriminative probabilistic models; Bayesian parametric learning; density estimation and clustering; Bayesian networks; time series models; dimensionality reduction; programming projects covering a variety of real-world applications.",CS18,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 194-16 Introduction to Data Science,Berkeley,Spring 2014,http://amplab.github.io/datascience-sp14/,"Organizations use their data for decision support and to build data-intensive products and services. The collection of skills required by organizations to support these functions has been grouped under the term Data Science. This course will attempt to articulate the expected output of Data Scientists and then equip the students with the ability to deliver against these expectations. The assignments will involve web programming, statistics, and the ability to manipulate data sets with code.",CS19,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 194-23: The Art and Science of Digital Photography,Berkeley,Spring 2013,https://inst.eecs.berkeley.edu/~cs194-23/sp13/,"This course will explore the artistic aspects, scientific foundations, and techniques of digital photography with the goals of enabling students to expand their knowledge of photography as an art form, to develop a deeper and broader understanding of the scientific basis of photography, and to improve their photographic technique.",CS19,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 194-24: Advanced Operating Systems Structures and Implementation,Berkeley,Spring 2013,https://inst.eecs.berkeley.edu/~cs194-24/sp13/,"The purpose of this course is to teach the design of Operating Systems through both academic study and by making modifications to a modern OS (Linux). Topics we will cover include concepts of operating systems and systems programming; utility programs, subsystems, multiple-program systems; processes, interprocess communication, and synchronization; memory allocation, segmentation, paging; loading and linking, libraries; resource allocation, scheduling, performance evaluation; I/O systems, storage devices, file systems; basic networking, protocols, and distributed file systems, protection, security, and privacy.",CS19,FALSE,TRUE,FALSE
berkeley-Spring-CS,"CS 194-26/294-26: Image Manipulation, Computer Vision and Computational Photography",Berkeley,Spring 2020,https://inst.eecs.berkeley.edu/~cs194-26/sp20/,"The aim of this advanced undergraduate course is to introduce students to computing with visual data (images and video). We will cover acquisition, representation, and manipulation of visual information from digital photographs (image processing), image analysis and visual understanding (computer vision), and image synthesis (computational photography). Key algorithms will be presented, ranging from classical (e.g. Gaussian and Laplacian Pyramids) to contemporary (e.g. ConvNets, GANs), with an emphasis on using these techniques to build practical systems. This hands-on emphasis will be reflected in the programming assignments, in which students will have the opportunity to acquire their own images and develop, largely from scratch, the image analysis and synthesis tools for solving applications.",CS19,FALSE,TRUE,TRUE
berkeley-Fall-CS,CS 194/294-126: Software Defined Printed Circuit Boards,Berkeley,Fall 2016,https://inst.eecs.berkeley.edu/~cs194-126/fa16/,"This class introduces the design and fabrication of PCBs and explores software compilation of high level descriptions of embedded systems into circuit boards and software ready to be milled on desktop mills. This software defined hardware technique dramatically raises the level of description making easy things easy and hard things much more possible, and most importantly makes board-level embedded systems design more accessible those with a more computer science background. Topics include: circuit basics, microcontrollers, embedded programming, milling, assembly and soldering of PCBs. The class is half lecture/labs and half instructor advised student projects.",CS19,FALSE,TRUE,TRUE
berkeley-Fall-CS,CS 194-6: Digital Systems Project Laboratory,Berkeley,Fall 2008,https://inst.eecs.berkeley.edu/~cs194-6/fa08/,"Projects will create versatile medium-scale hardware IP with associated testbenches, for applications compatible with RAMP Gold. Application areas include CPU and GPU design, networks on chip, audio and video processing -- other ideas are welcome.",CS19,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 195: Social Implications of Computong,Berkeley,Spring 2021,https://inst.eecs.berkeley.edu/~cs195/sp21/,Topics include electronic community; the changing nature of work; technological risks; the information economy; intellectual property; privacy; artificial intelligence and the sense of self; pornography and censorship; professional ethics. Students will lead discussions on additional topics.,CS19,FALSE,TRUE,TRUE
berkeley-Fall-CS,CS 250: VLSI Systems Design,Berkeley,Fall 2020,https://inst.eecs.berkeley.edu/~cs250,"Unified top-down and bottom-up design of integrated circuits and systems concentrating on architectural and topological issues. VLSI architectures, systolic arrays, self-timed systems. Trends in VLSI development. Physical limits. Tradeoffs in custom-design, standard cells, gate arrays. VLSI design tools.",CS25,FALSE,TRUE,FALSE
berkeley-Fall-CS,CS 261: Security in Computer Systems,Berkeley,Fall 2018,https://inst.eecs.berkeley.edu/~cs261/fa18/,"Graduate survey of modern topics in computer systems security, including secure messaging, blockchain and cryptocurrencies, hardware security, secure federated computation, language-based security, anonymous communication, privacy and others.",CS26,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 261N: Internet/Network Security,Berkeley,Spring 2020,https://www.icir.org/vern/cs261n/,"This class aims to provide a thorough grounding in network security suitable for those interested in conducting research in the area, as well as students more generally interested in either security or networking. We will also look at broader issues relating to Internet security for which networking plays a role. The syllabus has overlap with portions of the SEC prelim.",CS26,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 274: Computational Geometry,Berkeley,Spring 2019,https://people.eecs.berkeley.edu/~jrs/274/,"Constructive problems in computational geometry: convex hulls, triangulations, Voronoi diagrams, arrangements of hyperplanes; relationships among these problems. Search problems: advanced data structures; subdivision search; various kinds of range searches. Models of computation; lower bounds.",CS27,FALSE,FALSE,TRUE
berkeley-Fall-MIT,MIT 6.875/CS 276: Graduate Cryptography,Berkeley,Fall 2020,https://inst.eecs.berkeley.edu/~cs276/fa20/,"The last few years have witnessed dramatic developments in the foundations of cryptography as well as its applications to real-world privacy and security problems. On the one hand, security and privacy are of paramount importance in the age of big data and mass surveillance. On the other hand, cryptography is abuzz with solutions to long-standing open problems such as fully homomorphic encryption and software obfuscation that use the abundance of data for public good without compromising security. The course will explore both the rich theory of cryptography as well as its real-world applications.",MIT6,FALSE,TRUE,FALSE
berkeley-Fall-CS,CS 285: Solid Modeling,Berkeley,Fall 2011,https://people.eecs.berkeley.edu/~sequin/CS285/,"In Fall 2011, CS285 will emphasize procedural modeling, as is appropriate for objects of high complexity. We will consider the whole design process for such objects, from a conceptual vision to a concrete computer-based description that is suitable for use in virtual worlds or for physical prototyping and manufacturing. The course will cover various modeling techniques, including volume representations, boundary representations, instantiation and Boolean combinations of shapes, as well as procedural generation, ranging from simple sweeps to L-systems. We will also discuss effective data structures for representing various types of objects, as well as the process of making models from acquired data, e.g., via 3D scanners. In the end, we will use our Fused Deposition Modeling machine to actually fabricate some objects designed in this class.",CS28,FALSE,FALSE,TRUE
berkeley-Fall-CS,CS 287: Advanced Robotics,Berkeley,Fall 2009,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa09/,"Control: underactuation, controllability, Lyapunov, dynamic programming, LQR, feedback linearization, MPC. Estimation: Bayes filters, KF, EKF, UKF, particle filter, occupancy grid mapping, EKF slam, GraphSLAM, SEIF, FastSLAM. Manipulation and grasping: force closure, grasp point selection, visual servo-ing, more sub-topics tbd. Reinforcement learning: value iteration, policy iteration, linear programming, Q learning, TD, value function approximation, Sarsa, LSTD, LSPI, policy gradient, inverse reinforcement learning, reward shaping, hierarchical reinforcement learning, inference based methods, exploration vs. exploitation",CS28,FALSE,TRUE,TRUE
berkeley-Spring-CS,CS 288: An Artificial Intelligence Approach to Natural Language Processing,Berkeley,Spring 2020,https://cal-cs288.github.io/sp20/,"This course will explore current statistical techniques for the automatic analysis of natural (human) language data. The dominant modeling paradigm is corpus-driven statistical learning. This term, we are introducing a few new projects to give increased hands-on experience with a greater variety of NLP tasks and commonly used techniques.",CS28,FALSE,TRUE,FALSE
berkeley-Fall-EECS,EECS 16A: Designing Information Devices and Systems I,Berkeley,Fall 2020,https://inst.eecs.berkeley.edu/~eecs16a/fa20/index.html#schedule,"The EECS 16AB series (Designing Information Devices and Systems) is a pair of introductory-level courses introducing students to EECS. The courses have a particular emphasis on how to build and understand systems interacting with the world from an informational point of view. Mathematical modeling is an important theme throughout these courses, and students will learn many conceptual tools along the way. These concepts are rooted in specific application domains. Students should understand why they are learning something.",EECS16,FALSE,TRUE,TRUE
berkeley-Spring-EECS,EECS 16B: Designing Information Devices and Systems II,Berkeley,Spring 2021,https://eecs16b.org/,"The EECS 16AB series (Designing Information Devices and Systems) is a pair of introductory-level courses introducing students to EECS. The courses have a particular emphasis on how to build and understand systems interacting with the world from an informational point of view. Mathematical modeling is an important theme throughout these courses, and students will learn many conceptual tools along the way. These concepts are rooted in specific application domains. Students should understand why they are learning something.",EECS16,FALSE,TRUE,TRUE
berkeley-Fall-EECS,EECS 127: Optimization Models in Engineering,Berkeley,Fall 2020,https://inst.eecs.berkeley.edu/~ee127/fa20/#schedule,"This course offers an introduction to optimization models and their applications, ranging from machine learning and statistics to decision-making and control, with emphasis on numerically tractable problems. We will appreciate the role of duality in optimization. We will encounter several widely used classes of convex optimization problems, such as LP, QP, GP, SOCP and SDP.",EECS12,FALSE,TRUE,TRUE
berkeley-Spring-EECS,EECS 151: Introduction to Digital Design and Integrated Circuits,Berkeley,Spring 2021,https://inst.eecs.berkeley.edu/~eecs151/sp21/,"An introduction to digital and system design. The material provides a top-down view of the principles, components, and methodologies for large scale digital system design. The underlying CMOS devices and manufacturing technologies are introduced, but quickly abstracted to higher-levels to focus the class on design of larger digital modules for both FPGAs (field programmable gate arrays) and ASICs (application specific integrated circuits). The class includes extensive use of industrial grade design automation and verification tools for assignments, labs and projects. The class has two lab options: ASIC Lab (EECS 151LA) and FPGA Lab (EECS 151LB). Students must enroll in at least one of the labs concurrently with the class.",EECS15,FALSE,TRUE,TRUE
washington-Winter-CSE120:,CSE120: Computer Science Principles,Washington,Winter 2020,https://courses.cs.washington.edu/courses/cse120/20wi/,"Introduces fundamental concepts of computer science and computational thinking. Includes logical reasoning, problem solving, data representation, abstraction, the creation of “digital artifacts” such as Web pages and programs, managing complexity, operation of computers and networks, effective Web searching, ethical, legal and social aspects of information technology.",CSE120,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 142: Computer Programming I,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse142/20sp/,"This course provides an introduction to computer science using the Java programming language. CSE142 is primarily a programming course, but the focus is on the problem solving techniques common in computer science. No prior programming experience is assumed, although students should know the basics of using a computer (e.g., using a web browser and word processing program) and should be competent with math through Algebra I. Students with significant prior programming experience should consider skipping cse142 and taking cse143 (we allow students to do so without any special permission)",CSE142,TRUE,TRUE,TRUE
washington-Spring-CSE,CSE 143: Computer Programming II,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse143/20sp/,"While CSE 142 focused on control issues (loops, conditionals, methods, parameter passing, etc.), CSE 143 focuses on data issues. Topics include: abstract data types (ADTs), lists, stacks, queues, linked lists, binary trees, recursion, interfaces, inheritance, and encapsulation. The course also introduces the notion of complexity and performance trade-offs in examining classic algorithms such as sorting and searching and classic data structures such as lists, sets, and maps. The course will include a mixture of implementing data structure and using components from the Java Collections Framework.",CSE143,FALSE,TRUE,TRUE
washington-Winter-CSE,CSE 160: Data Programming,Washington,Winter 2020,https://courses.cs.washington.edu/courses/cse160/20wi/,"CSE 160, “Introduction to Data Programming”, is an introductory programming class that meets this need. You will learn to write small programs in the Python programming language to solve real-world scientific and engineering problems. This will be useful in your classes, your research, and your jobs.",CSE160,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 163: Intermediate Data Programming,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse163/20sp/,"This course teaches intermediate data programming. It is a follow on to CSE142 (Computer programming I) or CSE160 (Data Programming). The course complements CSE143, which focuses more deeply on fundamental programming concepts and the internals of data structures. In contrast, CSE163 emphasizes the efficient use of those concepts for data programming.",CSE163,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 180: Introduction to Data Science,Washington,Spring 2019,https://courses.cs.washington.edu/courses/cse180/19sp/,We live in a world that is increasingly driven by decisions based on analysis and inference on diverse data sets. This course will give you an introduction to the conceptual knowledge and practical training for doing data science in this environment.,CSE180,FALSE,TRUE,FALSE
washington-Spring-CSE,CSE 311: Foundations of Computing I,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse311/20sp/,"CSE 311 examines fundamentals of logic, set theory, induction, and algebraic structures with applications to computing; finite state machines; and limits of computability. Prerequisite: CSE 143; either MATH 126 or MATH 136.",CSE311,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 331: Software Design and Implementation,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse331/20sp/,"The aim of this course is to help students write programs of higher quality and increased complexity. This requires creating software that is correct, easy to change, easy to understand, and easy to scale. The course covers principled approaches to achieving each of these.",CSE331,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 332: Data Structures and Parallelism,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse332/20sp/,"Covers abstract data types and structures including dictionaries, balanced trees, hash tables, priority queues, and graphs; sorting; asymptotic analysis; fundamental graph algorithms including graph search, shortest path, and minimum spanning trees; concurrency and synchronization; and parallelism.",CSE332,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 333: Systems Programming,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse333/20sp/,"This course is designed to give you substantial experience with programming. There will be four major programming assignments during the quarter; the assignments are designed to build on top of each other, so it is in your interest to make sure that earlier assignments are rock-solid.",CSE333,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 340: Interaction Programming,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse340/20sp/,"Interactive technology is changing society. Some of today’s interfaces are used by a billion people at a time. Almost everything we create is created for people to use, through user interfaces. We will learn about interactive systems, including programming paradigms and design of event handling, layout, undo, accessibility and context awareness.",CSE340,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 341: Programming Languages,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse341/20sp/,"Successful course participants will: Internalize an accurate understanding of what functional and object-oriented programs mean, develop the skills necessary to learn new programming languages quickly, master many specific language concepts such that they can recognize them in strange guises, learn to evaluate the power and elegance of programming languages and their constructs, and attain reasonable proficiency in the ML, Racket, and Ruby languages (and, as a by-product, become more proficient in languages they already know)",CSE341,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 344: Introduction to Data Management,Washington,Spring 2020,https://sites.google.com/cs.washington.edu/cse-344-20sp/home,"Description: In this course, we will introduce the basics of modern data management. You will learn about schema design, data modeling, query languages, building database applications, transactions, and many other topics. Through lectures, sections, and assignments, you will learn about and understand how real-world data management systems work, and how they touch upon many aspects of our daily lives.",CSE344,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 351: The Hardware/Software Interface,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse351/20sp/,"This course should develop students' sense of what really happens when software runs — and that this question can be answered at several levels of abstraction, including the hardware architecture level, the assembly level, the C programming level, and the Java programming level. The core around which the course is built is C, assembly, and low-level data representation, but this is connected to higher levels (roughly how basic Java could be implemented), lower levels (the general structure of a processor), and the role of the operating system (but not how the operating system is implemented).",CSE351,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 369: Introduction to Digital Design,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse369/20sp/,"Introduces the implementation of digital logic and its specification and simulation. Covers Boolean algebra; combinational circuits including arithmetic circuits and regular structures; sequential circuits including finitestate-machines; and use of field-programmable gate arrays (FPGAs). Emphasizes simulation, high-level specification, and automatic synthesis techniques. Prerequisite: CSE 311.",CSE369,FALSE,TRUE,FALSE
washington-Spring-EE/CSE,EE/CSE 371: Design of Digital Circuits and Systems,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse371/20sp/,"Provides a theoretical background in, and practical experience with, tools, and techniques for modeling complex digital systems with the Verilog hardware description language, maintaining signal integrity, managing power consumption, and ensuring robust intra- and inter-system communication. Prerequisite: either E E 205 or E E 215; either E E 271 or CSE 369. Offered: jointly with E E 371.",EE/CSE371,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 373: Data Structures and Algorithms,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse373/20sp/,The primary focus of this class is on gaining a strong theoretical and conceptual understanding of common data structures and algorithms as well as how they can be practically applied within larger programming projects.,CSE373,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 374: Programming Concepts and Tools,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse374/20sp/,"There is an amorphous set of things computer scientists know about and novice programmers don’t. Knowing them empowers you in computing, lessens the “friction” of learning in other classes, and makes you a mature programmer. The goal is to give you a sense of what's out there and what you can expect – and how you can learn more later when you need to.",CSE374,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 391: System and Software Tools,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse391/20sp/,"In this course you will learn about topics such as: basics of navigating a Unix/Linux environment; setting up a basic Unix/Linux system, using a Unix command-line shell, Unix file system; file and directory management; processes and process management, and permissions, groups, and users",CSE391,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 401/M501: Compiler Construction,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse401/20sp/,"Fundamentals of compilers and interpreters; symbol tables, lexical analysis, syntax analysis, semantic analysis, code generation, and optimization for general purpose programming languages. No credit to students who have taken 413. Credits: 4.",CSE401,FALSE,TRUE,TRUE
washington-Winter-CSE,CSE 402: Design and Implementation of Domain-Specific Languages,Washington,Winter 2020,https://courses.cs.washington.edu/courses/cse402/20wi/,"You will learn how to design and implement a domain-specific language. We will cover several strategies for implementing a DSL, and practice most of them in programming assignments.  All told, you will implement a compiler, an interpreter, a parser, and an optimizer.",CSE402,FALSE,TRUE,TRUE
washington-Spring-CSE,CSE 403: Software Engineering,Washington,Spring 2020,https://courses.cs.washington.edu/courses/cse403/20sp/,"In this course, students learn and gain practical experience with software engineering principles, techniques, and tools. Topics in this course include requirements analysis, specification, design, abstraction, programming style, testing, maintenance, communication, teamwork, and software project management. The practical experience centers on a quarter-long team project, in which a software development project is carried through all the stages of the software life cycle. Particular emphasis is placed on communication skills and on developing maintainable software. In-class activities further provide a hands-on experience in using state-of-the-art techniques and tools.",CSE403,FALSE,TRUE,FALSE
washington-Winter-CSE,CSE 410: Computer Systems,Washington,Winter 2020,https://courses.cs.washington.edu/courses/cse410/20wi/,"CSE 410 is an undergraduate course on computer systems, spanning from processor organization through the operating system. Assignments will be a combination of reading, paper and pencil, and software implementation. We will use, but not master, RISC-V assembler, C, and possibly Python, as well as associated Linux tools. While programming experience is required, no experience with these languages is necessary.",CSE410,FALSE,TRUE,TRUE
washington-Winter-CSE,CSE 414: Introduction to Data Management,Washington,Winter 2020,https://sites.google.com/cs.washington.edu/cse414-20sp/,"This seminar introduces database management systems and techniques that use such systems; data models, query languages, database tuning and optimization, data warehousing, and parallel processing. Intended for undergraduate students who are not CSE-majors.",CSE414,FALSE,TRUE,TRUE
